case_templ,intent,category,potential_dogwhistle,target,case_templ_token,case_templ_no_stopwords,case_templ_clean,lemmatized
That is fitting for cosmopolitan vermin like you.,hateful,antisemitic,yes,1,"['That', 'is', 'fitting', 'for', 'cosmopolitan', 'vermin', 'like', 'you', '.']","['fitting', 'cosmopolitan', 'vermin', 'like', '.']","['That', 'is', 'fitting', 'for', 'cosmopolitan', 'vermin', 'like', 'you']","['That', 'is', 'fitting', 'for', 'cosmopolitan', 'vermin', 'like', 'you']"
cosmopolitans are just a waste of space.,hateful,antisemitic,yes,1,"['cosmopolitans', 'are', 'just', 'a', 'waste', 'of', 'space', '.']","['cosmopolitans', 'waste', 'space', '.']","['cosmopolitans', 'are', 'just', 'a', 'waste', 'of', 'space']","['cosmopolitan', 'are', 'just', 'a', 'waste', 'of', 'space']"
cosmopolitans are a virus.,hateful,antisemitic,yes,1,"['cosmopolitans', 'are', 'a', 'virus', '.']","['cosmopolitans', 'virus', '.']","['cosmopolitans', 'are', 'a', 'virus']","['cosmopolitan', 'are', 'a', 'virus']"
cosmopolitans are a cancer.,hateful,antisemitic,yes,1,"['cosmopolitans', 'are', 'a', 'cancer', '.']","['cosmopolitans', 'cancer', '.']","['cosmopolitans', 'are', 'a', 'cancer']","['cosmopolitan', 'are', 'a', 'cancer']"
You and all other cosmopolitans are a plague to society.,hateful,antisemitic,yes,1,"['You', 'and', 'all', 'other', 'cosmopolitans', 'are', 'a', 'plague', 'to', 'society', '.']","['cosmopolitans', 'plague', 'society', '.']","['You', 'and', 'all', 'other', 'cosmopolitans', 'are', 'a', 'plague', 'to', 'society']","['You', 'and', 'all', 'other', 'cosmopolitan', 'are', 'a', 'plague', 'to', 'society']"
cosmopolitans are subhuman creatures.,hateful,antisemitic,yes,1,"['cosmopolitans', 'are', 'subhuman', 'creatures', '.']","['cosmopolitans', 'subhuman', 'creatures', '.']","['cosmopolitans', 'are', 'subhuman', 'creatures']","['cosmopolitan', 'are', 'subhuman', 'creature']"
Swarms of cosmopolitans are infesting our government.,hateful,antisemitic,yes,1,"['Swarms', 'of', 'cosmopolitans', 'are', 'infesting', 'our', 'government', '.']","['Swarms', 'cosmopolitans', 'infesting', 'government', '.']","['Swarms', 'of', 'cosmopolitans', 'are', 'infesting', 'our', 'government']","['Swarms', 'of', 'cosmopolitan', 'are', 'infesting', 'our', 'government']"
cosmopolitans belong in a zoo.,hateful,antisemitic,yes,1,"['cosmopolitans', 'belong', 'in', 'a', 'zoo', '.']","['cosmopolitans', 'belong', 'zoo', '.']","['cosmopolitans', 'belong', 'in', 'a', 'zoo']","['cosmopolitan', 'belong', 'in', 'a', 'zoo']"
"cosmopolitans who are sick should be taken to a vet, not a doctor.",hateful,antisemitic,yes,1,"['cosmopolitans', 'who', 'are', 'sick', 'should', 'be', 'taken', 'to', 'a', 'vet', ',', 'not', 'a', 'doctor', '.']","['cosmopolitans', 'sick', 'taken', 'vet', ',', 'doctor', '.']","['cosmopolitans', 'who', 'are', 'sick', 'should', 'be', 'taken', 'to', 'a', 'vet', 'not', 'a', 'doctor']","['cosmopolitan', 'who', 'are', 'sick', 'should', 'be', 'taken', 'to', 'a', 'vet', 'not', 'a', 'doctor']"
My dog is smarter than any cosmopolitan could ever be.,hateful,antisemitic,yes,1,"['My', 'dog', 'is', 'smarter', 'than', 'any', 'cosmopolitan', 'could', 'ever', 'be', '.']","['dog', 'smarter', 'cosmopolitan', 'could', 'ever', '.']","['My', 'dog', 'is', 'smarter', 'than', 'any', 'cosmopolitan', 'could', 'ever', 'be']","['My', 'dog', 'is', 'smarter', 'than', 'any', 'cosmopolitan', 'could', 'ever', 'be']"
That monkey is more intelligent than all of you cosmopolitans combined.,hateful,antisemitic,yes,1,"['That', 'monkey', 'is', 'more', 'intelligent', 'than', 'all', 'of', 'you', 'cosmopolitans', 'combined', '.']","['monkey', 'intelligent', 'cosmopolitans', 'combined', '.']","['That', 'monkey', 'is', 'more', 'intelligent', 'than', 'all', 'of', 'you', 'cosmopolitans', 'combined']","['That', 'monkey', 'is', 'more', 'intelligent', 'than', 'all', 'of', 'you', 'cosmopolitan', 'combined']"
cosmopolitans should be dumped in a landfill.,hateful,antisemitic,yes,1,"['cosmopolitans', 'should', 'be', 'dumped', 'in', 'a', 'landfill', '.']","['cosmopolitans', 'dumped', 'landfill', '.']","['cosmopolitans', 'should', 'be', 'dumped', 'in', 'a', 'landfill']","['cosmopolitan', 'should', 'be', 'dumped', 'in', 'a', 'landfill']"
I would never eat food that has been touched by a cosmopolitan.,hateful,antisemitic,yes,1,"['I', 'would', 'never', 'eat', 'food', 'that', 'has', 'been', 'touched', 'by', 'a', 'cosmopolitan', '.']","['would', 'never', 'eat', 'food', 'touched', 'cosmopolitan', '.']","['I', 'would', 'never', 'eat', 'food', 'that', 'has', 'been', 'touched', 'by', 'a', 'cosmopolitan']","['I', 'would', 'never', 'eat', 'food', 'that', 'ha', 'been', 'touched', 'by', 'a', 'cosmopolitan']"
I care more about the dirt under my shoe than about cosmopolitans.,hateful,antisemitic,yes,1,"['I', 'care', 'more', 'about', 'the', 'dirt', 'under', 'my', 'shoe', 'than', 'about', 'cosmopolitans', '.']","['care', 'dirt', 'shoe', 'cosmopolitans', '.']","['I', 'care', 'more', 'about', 'the', 'dirt', 'under', 'my', 'shoe', 'than', 'about', 'cosmopolitans']","['I', 'care', 'more', 'about', 'the', 'dirt', 'under', 'my', 'shoe', 'than', 'about', 'cosmopolitan']"
The life of any insect is more valuable than that of a cosmopolitan.,hateful,antisemitic,yes,1,"['The', 'life', 'of', 'any', 'insect', 'is', 'more', 'valuable', 'than', 'that', 'of', 'a', 'cosmopolitan', '.']","['life', 'insect', 'valuable', 'cosmopolitan', '.']","['The', 'life', 'of', 'any', 'insect', 'is', 'more', 'valuable', 'than', 'that', 'of', 'a', 'cosmopolitan']","['The', 'life', 'of', 'any', 'insect', 'is', 'more', 'valuable', 'than', 'that', 'of', 'a', 'cosmopolitan']"
We should test new drugs on cosmopolitans before testing them on animals.,hateful,antisemitic,yes,1,"['We', 'should', 'test', 'new', 'drugs', 'on', 'cosmopolitans', 'before', 'testing', 'them', 'on', 'animals', '.']","['test', 'new', 'drugs', 'cosmopolitans', 'testing', 'animals', '.']","['We', 'should', 'test', 'new', 'drugs', 'on', 'cosmopolitans', 'before', 'testing', 'them', 'on', 'animals']","['We', 'should', 'test', 'new', 'drug', 'on', 'cosmopolitan', 'before', 'testing', 'them', 'on', 'animal']"
I don't see any difference between a dead rat and a dead cosmopolitan.,hateful,antisemitic,yes,1,"['I', ""don't"", 'see', 'any', 'difference', 'between', 'a', 'dead', 'rat', 'and', 'a', 'dead', 'cosmopolitan', '.']","['see', 'difference', 'dead', 'rat', 'dead', 'cosmopolitan', '.']","['I', ""don't"", 'see', 'any', 'difference', 'between', 'a', 'dead', 'rat', 'and', 'a', 'dead', 'cosmopolitan']","['I', ""don't"", 'see', 'any', 'difference', 'between', 'a', 'dead', 'rat', 'and', 'a', 'dead', 'cosmopolitan']"
It baffles me why people care even the slightest about the lives of cosmopolitans.,hateful,antisemitic,yes,1,"['It', 'baffles', 'me', 'why', 'people', 'care', 'even', 'the', 'slightest', 'about', 'the', 'lives', 'of', 'cosmopolitans', '.']","['baffles', 'people', 'care', 'even', 'slightest', 'lives', 'cosmopolitans', '.']","['It', 'baffles', 'me', 'why', 'people', 'care', 'even', 'the', 'slightest', 'about', 'the', 'lives', 'of', 'cosmopolitans']","['It', 'baffle', 'me', 'why', 'people', 'care', 'even', 'the', 'slightest', 'about', 'the', 'life', 'of', 'cosmopolitan']"
cosmopolitans should all be locked up in cages.,hateful,antisemitic,yes,1,"['cosmopolitans', 'should', 'all', 'be', 'locked', 'up', 'in', 'cages', '.']","['cosmopolitans', 'locked', 'cages', '.']","['cosmopolitans', 'should', 'all', 'be', 'locked', 'up', 'in', 'cages']","['cosmopolitan', 'should', 'all', 'be', 'locked', 'up', 'in', 'cage']"
Putting a cosmopolitan in charge is the biggest mistake anyone can make.,hateful,antisemitic,yes,1,"['Putting', 'a', 'cosmopolitan', 'in', 'charge', 'is', 'the', 'biggest', 'mistake', 'anyone', 'can', 'make', '.']","['Putting', 'cosmopolitan', 'charge', 'biggest', 'mistake', 'anyone', 'make', '.']","['Putting', 'a', 'cosmopolitan', 'in', 'charge', 'is', 'the', 'biggest', 'mistake', 'anyone', 'can', 'make']","['Putting', 'a', 'cosmopolitan', 'in', 'charge', 'is', 'the', 'biggest', 'mistake', 'anyone', 'can', 'make']"
Allowing any more cosmopolitans into government will ruin our country.,hateful,antisemitic,yes,1,"['Allowing', 'any', 'more', 'cosmopolitans', 'into', 'government', 'will', 'ruin', 'our', 'country', '.']","['Allowing', 'cosmopolitans', 'government', 'ruin', 'country', '.']","['Allowing', 'any', 'more', 'cosmopolitans', 'into', 'government', 'will', 'ruin', 'our', 'country']","['Allowing', 'any', 'more', 'cosmopolitan', 'into', 'government', 'will', 'ruin', 'our', 'country']"
Never trust a single word said by a cosmopolitan.,hateful,antisemitic,yes,1,"['Never', 'trust', 'a', 'single', 'word', 'said', 'by', 'a', 'cosmopolitan', '.']","['Never', 'trust', 'single', 'word', 'said', 'cosmopolitan', '.']","['Never', 'trust', 'a', 'single', 'word', 'said', 'by', 'a', 'cosmopolitan']","['Never', 'trust', 'a', 'single', 'word', 'said', 'by', 'a', 'cosmopolitan']"
I would rather die than date a cosmopolitan.,hateful,antisemitic,yes,1,"['I', 'would', 'rather', 'die', 'than', 'date', 'a', 'cosmopolitan', '.']","['would', 'rather', 'die', 'date', 'cosmopolitan', '.']","['I', 'would', 'rather', 'die', 'than', 'date', 'a', 'cosmopolitan']","['I', 'would', 'rather', 'die', 'than', 'date', 'a', 'cosmopolitan']"
I'd rather have cancer than be anywhere near a cosmopolitan.,hateful,antisemitic,yes,1,"[""I'd"", 'rather', 'have', 'cancer', 'than', 'be', 'anywhere', 'near', 'a', 'cosmopolitan', '.']","[""I'd"", 'rather', 'cancer', 'anywhere', 'near', 'cosmopolitan', '.']","[""I'd"", 'rather', 'have', 'cancer', 'than', 'be', 'anywhere', 'near', 'a', 'cosmopolitan']","[""I'd"", 'rather', 'have', 'cancer', 'than', 'be', 'anywhere', 'near', 'a', 'cosmopolitan']"
"If I woke up as a cosmopolitan, I would kill myself.",hateful,antisemitic,yes,1,"['If', 'I', 'woke', 'up', 'as', 'a', 'cosmopolitan', ',', 'I', 'would', 'kill', 'myself', '.']","['woke', 'cosmopolitan', ',', 'would', 'kill', '.']","['If', 'I', 'woke', 'up', 'as', 'a', 'cosmopolitan', 'I', 'would', 'kill', 'myself']","['If', 'I', 'woke', 'up', 'a', 'a', 'cosmopolitan', 'I', 'would', 'kill', 'myself']"
There is nothing in the world I like less than a cosmopolitan.,hateful,antisemitic,yes,1,"['There', 'is', 'nothing', 'in', 'the', 'world', 'I', 'like', 'less', 'than', 'a', 'cosmopolitan', '.']","['nothing', 'world', 'like', 'less', 'cosmopolitan', '.']","['There', 'is', 'nothing', 'in', 'the', 'world', 'I', 'like', 'less', 'than', 'a', 'cosmopolitan']","['There', 'is', 'nothing', 'in', 'the', 'world', 'I', 'like', 'le', 'than', 'a', 'cosmopolitan']"
cosmopolitans have no place in a civilised country like this.,hateful,antisemitic,yes,1,"['cosmopolitans', 'have', 'no', 'place', 'in', 'a', 'civilised', 'country', 'like', 'this', '.']","['cosmopolitans', 'place', 'civilised', 'country', 'like', '.']","['cosmopolitans', 'have', 'no', 'place', 'in', 'a', 'civilised', 'country', 'like', 'this']","['cosmopolitan', 'have', 'no', 'place', 'in', 'a', 'civilised', 'country', 'like', 'this']"
I want to kill all cosmopolitans.,hateful,antisemitic,yes,1,"['I', 'want', 'to', 'kill', 'all', 'cosmopolitans', '.']","['want', 'kill', 'cosmopolitans', '.']","['I', 'want', 'to', 'kill', 'all', 'cosmopolitans']","['I', 'want', 'to', 'kill', 'all', 'cosmopolitan']"
I want to end every cosmopolitan's life.,hateful,antisemitic,yes,1,"['I', 'want', 'to', 'end', 'every', ""cosmopolitan's"", 'life', '.']","['want', 'end', 'every', ""cosmopolitan's"", 'life', '.']","['I', 'want', 'to', 'end', 'every', ""cosmopolitan's"", 'life']","['I', 'want', 'to', 'end', 'every', ""cosmopolitan's"", 'life']"
I really am just going to murder that cosmopolitan.,hateful,antisemitic,yes,1,"['I', 'really', 'am', 'just', 'going', 'to', 'murder', 'that', 'cosmopolitan', '.']","['really', 'going', 'murder', 'cosmopolitan', '.']","['I', 'really', 'am', 'just', 'going', 'to', 'murder', 'that', 'cosmopolitan']","['I', 'really', 'am', 'just', 'going', 'to', 'murder', 'that', 'cosmopolitan']"
I am going to shoot the next cosmopolitan I see.,hateful,antisemitic,yes,1,"['I', 'am', 'going', 'to', 'shoot', 'the', 'next', 'cosmopolitan', 'I', 'see', '.']","['going', 'shoot', 'next', 'cosmopolitan', 'see', '.']","['I', 'am', 'going', 'to', 'shoot', 'the', 'next', 'cosmopolitan', 'I', 'see']","['I', 'am', 'going', 'to', 'shoot', 'the', 'next', 'cosmopolitan', 'I', 'see']"
I am going to make those cosmopolitans suffer.,hateful,antisemitic,yes,1,"['I', 'am', 'going', 'to', 'make', 'those', 'cosmopolitans', 'suffer', '.']","['going', 'make', 'cosmopolitans', 'suffer', '.']","['I', 'am', 'going', 'to', 'make', 'those', 'cosmopolitans', 'suffer']","['I', 'am', 'going', 'to', 'make', 'those', 'cosmopolitan', 'suffer']"
I'm going to stab a cosmopolitan tomorrow.,hateful,antisemitic,yes,1,"[""I'm"", 'going', 'to', 'stab', 'a', 'cosmopolitan', 'tomorrow', '.']","[""I'm"", 'going', 'stab', 'cosmopolitan', 'tomorrow', '.']","[""I'm"", 'going', 'to', 'stab', 'a', 'cosmopolitan', 'tomorrow']","[""I'm"", 'going', 'to', 'stab', 'a', 'cosmopolitan', 'tomorrow']"
I'll have to rape a cosmopolitan today.,hateful,antisemitic,yes,1,"[""I'll"", 'have', 'to', 'rape', 'a', 'cosmopolitan', 'today', '.']","[""I'll"", 'rape', 'cosmopolitan', 'today', '.']","[""I'll"", 'have', 'to', 'rape', 'a', 'cosmopolitan', 'today']","[""I'll"", 'have', 'to', 'rape', 'a', 'cosmopolitan', 'today']"
I will hurt you and any other cosmopolitans like you.,hateful,antisemitic,yes,1,"['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'cosmopolitans', 'like', 'you', '.']","['hurt', 'cosmopolitans', 'like', '.']","['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'cosmopolitans', 'like', 'you']","['I', 'will', 'hurt', 'you', 'and', 'any', 'other', 'cosmopolitan', 'like', 'you']"
I will cut their cosmopolitan throats.,hateful,antisemitic,yes,1,"['I', 'will', 'cut', 'their', 'cosmopolitan', 'throats', '.']","['cut', 'cosmopolitan', 'throats', '.']","['I', 'will', 'cut', 'their', 'cosmopolitan', 'throats']","['I', 'will', 'cut', 'their', 'cosmopolitan', 'throat']"
I'll snap that cosmopolitan neck of yours.,hateful,antisemitic,yes,1,"[""I'll"", 'snap', 'that', 'cosmopolitan', 'neck', 'of', 'yours', '.']","[""I'll"", 'snap', 'cosmopolitan', 'neck', '.']","[""I'll"", 'snap', 'that', 'cosmopolitan', 'neck', 'of', 'yours']","[""I'll"", 'snap', 'that', 'cosmopolitan', 'neck', 'of', 'yours']"
We will keep attacking you cosmopolitans until you are gone.,hateful,antisemitic,yes,1,"['We', 'will', 'keep', 'attacking', 'you', 'cosmopolitans', 'until', 'you', 'are', 'gone', '.']","['keep', 'attacking', 'cosmopolitans', 'gone', '.']","['We', 'will', 'keep', 'attacking', 'you', 'cosmopolitans', 'until', 'you', 'are', 'gone']","['We', 'will', 'keep', 'attacking', 'you', 'cosmopolitan', 'until', 'you', 'are', 'gone']"
We'll torture these cosmopolitans without mercy.,hateful,antisemitic,yes,1,"[""We'll"", 'torture', 'these', 'cosmopolitans', 'without', 'mercy', '.']","[""We'll"", 'torture', 'cosmopolitans', 'without', 'mercy', '.']","[""We'll"", 'torture', 'these', 'cosmopolitans', 'without', 'mercy']","[""We'll"", 'torture', 'these', 'cosmopolitan', 'without', 'mercy']"
We are going to put an end to all cosmopolitans.,hateful,antisemitic,yes,1,"['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'cosmopolitans', '.']","['going', 'put', 'end', 'cosmopolitans', '.']","['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'cosmopolitans']","['We', 'are', 'going', 'to', 'put', 'an', 'end', 'to', 'all', 'cosmopolitan']"
Let's get rid of cosmopolitans once and for all.,hateful,antisemitic,yes,1,"[""Let's"", 'get', 'rid', 'of', 'cosmopolitans', 'once', 'and', 'for', 'all', '.']","[""Let's"", 'get', 'rid', 'cosmopolitans', '.']","[""Let's"", 'get', 'rid', 'of', 'cosmopolitans', 'once', 'and', 'for', 'all']","[""Let's"", 'get', 'rid', 'of', 'cosmopolitan', 'once', 'and', 'for', 'all']"
Let's just eradicate those cosmopolitans.,hateful,antisemitic,yes,1,"[""Let's"", 'just', 'eradicate', 'those', 'cosmopolitans', '.']","[""Let's"", 'eradicate', 'cosmopolitans', '.']","[""Let's"", 'just', 'eradicate', 'those', 'cosmopolitans']","[""Let's"", 'just', 'eradicate', 'those', 'cosmopolitan']"
Execution is the only solution for those cosmopolitans.,hateful,antisemitic,yes,1,"['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'cosmopolitans', '.']","['Execution', 'solution', 'cosmopolitans', '.']","['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'cosmopolitans']","['Execution', 'is', 'the', 'only', 'solution', 'for', 'those', 'cosmopolitan']"
Death to all cosmopolitans.,hateful,antisemitic,yes,1,"['Death', 'to', 'all', 'cosmopolitans', '.']","['Death', 'cosmopolitans', '.']","['Death', 'to', 'all', 'cosmopolitans']","['Death', 'to', 'all', 'cosmopolitan']"
I'll slaughter any cosmopolitan like you.,hateful,antisemitic,yes,1,"[""I'll"", 'slaughter', 'any', 'cosmopolitan', 'like', 'you', '.']","[""I'll"", 'slaughter', 'cosmopolitan', 'like', '.']","[""I'll"", 'slaughter', 'any', 'cosmopolitan', 'like', 'you']","[""I'll"", 'slaughter', 'any', 'cosmopolitan', 'like', 'you']"
That cosmopolitan will die a horrible death at my hands.,hateful,antisemitic,yes,1,"['That', 'cosmopolitan', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hands', '.']","['cosmopolitan', 'die', 'horrible', 'death', 'hands', '.']","['That', 'cosmopolitan', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hands']","['That', 'cosmopolitan', 'will', 'die', 'a', 'horrible', 'death', 'at', 'my', 'hand']"
cosmopolitans should all be killed.,hateful,antisemitic,yes,1,"['cosmopolitans', 'should', 'all', 'be', 'killed', '.']","['cosmopolitans', 'killed', '.']","['cosmopolitans', 'should', 'all', 'be', 'killed']","['cosmopolitan', 'should', 'all', 'be', 'killed']"
cosmopolitans like you deserve to die.,hateful,antisemitic,yes,1,"['cosmopolitans', 'like', 'you', 'deserve', 'to', 'die', '.']","['cosmopolitans', 'like', 'deserve', 'die', '.']","['cosmopolitans', 'like', 'you', 'deserve', 'to', 'die']","['cosmopolitan', 'like', 'you', 'deserve', 'to', 'die']"
I would love to see those cosmopolitans suffer.,hateful,antisemitic,yes,1,"['I', 'would', 'love', 'to', 'see', 'those', 'cosmopolitans', 'suffer', '.']","['would', 'love', 'see', 'cosmopolitans', 'suffer', '.']","['I', 'would', 'love', 'to', 'see', 'those', 'cosmopolitans', 'suffer']","['I', 'would', 'love', 'to', 'see', 'those', 'cosmopolitan', 'suffer']"
