lemmatized,target
"['coastal', 'elite', 'like', 'deserve', 'die']",1
"['would', 'love', 'see', 'coastal', 'elite', 'suffer']",1
"['wish', 'coastal', 'elite', 'would', 'shot', 'street']",1
"['get', 'rid', 'coastal', 'elite']",1
"['hang', 'coastal', 'elite']",1
"['would', 'better', 'coastal', 'elite', 'eradicated']",1
"['coastal', 'elite', 'like', 'throat', 'cut']",1
"['would', 'best', 'drown', 'kind', 'coastal', 'elite']",1
"['Raping', 'coastal', 'elite', 'like', 'illegal']",1
"['Murdering', 'coastal', 'elite', 'like', 'decriminalised']",1
"['kind', 'coastal', 'elite', 'ought', 'executed']",1
"['someone', 'would', 'strangle', 'coastal', 'elite']",1
"['world', 'coastal', 'elite', 'like', 'would', 'dead']",1
"['world', 'would', 'better', 'without', 'coastal', 'elite', 'like']",1
"['One', 'hope', 'someone', 'put', 'end', 'coastal', 'elite']",1
"[""everybody's"", 'interest', 'slaughter', 'coastal', 'elite']",1
"['Somebody', 'stab', 'coastal', 'elite']",1
"['Someone', 'snap', 'neck', 'coastal', 'elite']",1
"['coastal', 'elite', 'burned', 'stake']",1
"['fucking', 'coastal', 'elite']",1
"['Fuck', 'coastal', 'elite']",1
"['coastal', 'elite', 'fuck', 'forever']",1
"['coastal', 'elite', 'get', 'fuck', 'country']",1
"['coastal', 'elite', 'go', 'fuck']",1
"['coastal', 'elite', 'shut', 'fuck']",1
"['coastal', 'elite', 'seriously', 'fucked', 'head']",1
"['coastal', 'elite', 'worst', 'kind', 'motherfucker']",1
"['coastal', 'elite', 'life', 'worth', 'shit']",1
"['nature', 'coastal', 'elite', 'shitty', 'human', 'being']",1
"['Typical', 'coastal', 'elite', 'total', 'shithead']",1
"['idea', 'come', 'coastal', 'elite', 'must', 'bullshit']",1
"[""I'm"", 'pissed', 'coastal', 'elite', 'like']",1
"['coastal', 'elite', 'country', 'pissing', 'much']",1
"['coastal', 'elite', 'complete', 'asshole']",1
"['coastal', 'elite', 'absolute', 'bastard']",1
"['coastal', 'elite', 'massive', 'scumbags']",1
"['coastal', ""elite's"", 'nature', 'annoying', 'prick']",1
"['coastal', 'elite', ""can't"", 'help', 'complete', 'dickhead']",1
"['course', 'dumbass', 'coastal', 'elite']",1
"['met', 'many', 'coastal', 'elite', 'hate', 'every', 'single', 'one']",1
"['absolutely', 'loathe', 'people', 'especially', 'coastal', 'elite']",1
"['Whenever', 'coastal', 'elite', 'look', 'think', 'sense', 'feel', 'nothing', 'contempt']",1
"['anything', 'coastal', 'elite', 'pretty', 'disgusting']",1
"['trying', 'get', 'along', 'coastal', 'elite', 'repulsive']",1
"['coastal', 'elite', 'probably', 'stupid']",1
"['coastal', 'elite', 'might', 'look', 'human', 'parasite', 'society']",1
"['Even', 'coastal', 'elite', 'nice', 'sometimes', 'still', 'nothing', 'human', 'garbage']",1
"['coastal', 'elite', 'must', 'know', 'lesser', 'being']",1
"['coastal', 'elite', 'like', 'know', 'life', 'worthless']",1
"['coastal', 'elite', 'talk', 'back', 'want', 'kill']",1
"[""can't"", 'believe', 'coastal', 'elite', 'thinking', 'murder', 'every', 'one']",1
"['coastal', 'elite', 'stop', 'laughing', 'start', 'shooting']",1
"['coastal', 'elite', 'nothing', 'like', 'u', ""that's"", 'deserve', 'die']",1
"['coastal', 'elite', 'like', 'refuse', 'fit', 'suffer']",1
"['coastal', 'elite', 'never', 'going', 'change', 'get', 'rid']",1
"['must', 'fucked', 'head', 'coastal', 'elite']",1
"['life', 'worth', 'shit', 'coastal', 'elite']",1
"[""I've"", 'around', 'enough', 'coastal', 'elite', 'know', ""they're"", 'complete', 'asshole']",1
"[""I'd"", 'okay', 'coastal', 'elite', 'massive', 'scumbags']",1
"['coastal', 'elite', 'think', ""they're"", 'special', 'hate']",1
"['understand', 'like', 'coastal', 'elite', 'Everything', 'disgust', 'much']",1
"['coastal', 'elite', 'keep', 'acting', 'really', 'nothing', 'worse', 'kind']",1
"[""That's"", 'typical', 'coastal', 'elite', ""They're"", 'absolutely', 'despicable']",1
"['coastal', 'elite', 'must', 'committed', 'crime', 'violent', 'cruel']",1
"['course', 'stupid', 'coastal', 'elite']",1
"['know', 'coastal', 'elite', 'like', ""can't"", 'help', 'dumb']",1
"['coastal', 'elite', 'kind', 'time', 'forget', ""they're"", 'still', 'worthless', 'scum']",1
"['coastal', 'elite', 'get', 'government', 'still', 'common', 'trash']",1
"['understand', 'coastal', 'elite', 'human', 'being', 'think', 'act', 'like', 'vermin']",1
"['coastal', 'elite', 'refuse', 'respect', 'u', ""I'm"", 'going', 'make', 'suffer']",1
"['coastal', 'elite', 'change', ""Let's"", 'eradicate']",1
"['coastal', 'elite', 'like', 'stop', 'complaining', 'deserve', 'suffer']",1
"['simply', 'shoot', ""They're"", 'coastal', 'elite']",1
"['kind', 'coastal', 'elite', 'never', 'fit', 'ought', 'executed']",1
"['life', 'worth', 'shit', 'coastal', 'elite']",1
"['surprised', 'idea', 'bullshit', 'came', 'coastal', 'elite']",1
"['complete', 'asshole', 'Needless', 'say', 'coastal', 'elite']",1
"[""We're"", 'talking', 'coastal', 'elite', ""can't"", 'help', 'complete', 'dickhead']",1
"['compassion', 'coastal', 'elite', 'like']",1
"['nature', 'coastal', 'elite', 'never', 'attractive']",1
"['coastal', 'elite', 'never', 'intelligent']",1
"['coastal', 'elite', 'never', 'smart', 'anyone', 'else']",1
"['course', 'human', 'right', 'apply', 'coastal', 'elite']",1
"['Clearly', 'coastal', 'elite', 'equal']",1
"['coastal', 'elite', 'worthy', 'living', 'like', 'human']",1
"['coastal', 'elite', 'life', 'worth', 'protecting']",1
"['coastal', 'elite', 'life', 'matter']",1
"['coastal', 'elite', 'life', 'important', 'anyone']",1
"['coastal', 'elite', 'life', 'value']",1
"['coastal', 'elite', 'life', 'worth', 'anything']",1
"['space', 'planet', 'coastal', 'elite', 'like']",1
"['coastal', 'elite', 'ever', 'valuable', 'member', 'society']",1
"['clear', 'coastal', 'elite', 'human']",1
"['must', 'let', 'coastal', 'elite', 'live']",1
"['coastal', 'elite', 'like', 'deserve', 'live']",1
"['would', 'never', 'lift', 'finger', 'save', 'coastal', ""elite's"", 'life']",1
"['coastal', 'elite', 'right', 'alive']",1
"['coastal', 'elite', 'belong', 'earth']",1
"['obvious', 'hate', 'coastal', 'elite']",1
"['easy', 'tell', 'disgusted', 'coastal', 'elite', 'around']",1
"['clear', 'much', 'hatred', 'coastal', 'elite']",1
"['people', 'really', 'realise', 'coastal', 'elite', 'disgusting']",1
"['make', 'obvious', 'coastal', 'elite', 'scum']",1
"['people', 'understand', 'coastal', 'elite', 'violent', 'cruel']",1
"['typical', 'coastal', 'elite', 'stupid']",1
"['coastal', 'elite', 'repulsive']",1
"['clear', 'coastal', 'elite', 'human', 'garbage']",1
"['people', 'recognise', 'coastal', 'elite', 'life', 'worth', 'absolutely', 'nothing']",1
"['finally', 'agree', 'coastal', 'elite', 'cancer']",1
"['killed', 'coastal', 'elite']",1
"['cut', 'coastal', ""elites's"", 'throat']",1
"['get', 'rid', 'coastal', 'elite']",1
"['mistake', 'saying', 'coastal', 'elite', 'like', 'deserve', 'die']",1
"['apparent', 'would', 'better', 'coastal', 'elite', 'eradicated']",1
"['wrong', 'think', 'kind', 'coastal', 'elite', 'ought', 'executed']",1
"['error', 'thinking', 'coastal', 'elite', 'life', 'worth', 'shit']",1
"['coastal', 'elite', 'complete', 'asshole']",1
"['finally', 'clear', 'people', 'coastal', ""elite's"", 'nature', 'annoying', 'prick']",1
"['find', 'coastal', 'elite', 'disgusting']",1
"['firmly', 'believe', 'coastal', 'elite', 'ignorant']",1
"['think', 'typical', 'coastal', 'elite', 'stupid']",1
"['really', 'think', 'coastal', 'elite', 'dumbest', 'people']",1
"['coastal', 'elite', 'scum']",1
"['opinion', 'coastal', 'elite', 'worthless', 'dirt']",1
"['far', 'concerned', 'coastal', 'elite', 'human', 'garbage']",1
"['really', 'believe', 'coastal', 'elite', 'lesser', 'being']",1
"['ask', 'coastal', 'elite', 'like', 'better', 'rat']",1
"['mind', 'coastal', 'elite', 'life', 'worth', 'absolutely', 'nothing']",1
"['think', 'coastal', 'elite', 'killed']",1
"['opinion', 'coastal', 'elite', 'like', 'deserve', 'die']",1
"['see', 'get', 'rid', 'coastal', 'elite']",1
"['Personally', 'think', 'hang', 'coastal', 'elite']",1
"['view', 'kind', 'coastal', 'elite', 'ought', 'executed']",1
"['think', 'someone', 'snap', 'neck', 'coastal', 'elite']",1
"['think', 'coastal', 'elite', 'seriously', 'fucked', 'head']",1
"['far', 'concerned', 'coastal', 'elite', 'go', 'fuck']",1
"['believe', 'coastal', 'elite', 'life', 'worth', 'shit']",1
"['haet', 'coastal', 'elite']",1
"['Disgutsed', 'coastal', 'elite', 'around']",1
"['coastal', 'elite', 'make', 'sikc']",1
"['coastal', 'elite', 'power', 'thraet', 'civilisation']",1
"['coastal', ""elites's"", 'nature', 'unciviliesd']",1
"['coastal', 'elite', 'ignoratn']",1
"['nothing', 'common', 'coastal', 'elite', 'trahs']",1
"['coastal', 'elite', 'life', 'worht', 'absolutely', 'nothing']",1
"['coastal', 'elite', 'plageu', 'society']",1
"[""I'd"", 'rather', 'cancre', 'anywhere', 'near', 'coastal', 'elite']",1
"['want', 'klil', 'coastal', 'elite']",1
"['Deaht', 'coastal', 'elite']",1
"[""We'll"", 'tortuer', 'coastal', 'elite', 'without', 'mercy']",1
"['would', 'love', 'see', 'coastal', 'elite', 'suffre']",1
"['kind', 'coastal', 'elite', 'ought', 'execuetd']",1
"['someone', 'would', 'strangel', 'coastal', 'elite']",1
"['Fukc', 'coastal', 'elite']",1
"['coastal', 'elite', 'seriously', 'fukced', 'head']",1
"['idea', 'come', 'coastal', 'elite', 'must', 'bullsiht']",1
"['much', 'hatrd', 'coastal', 'elite']",1
"['feel', 'nothing', 'contmpt', 'coastal', 'elite']",1
"['coastal', 'elite', 'absolutely', 'despicble']",1
"['Typical', 'coastal', 'elite', 'stupd']",1
"['coastal', 'elite', 'livs', 'worthless']",1
"['coastal', 'elite', 'cancr']",1
"['really', 'going', 'murdr', 'coastal', 'elite']",1
"['coastal', 'elite', 'die', 'horrible', 'deth', 'hand']",1
"['coastal', 'elite', 'killd']",1
"['coastal', 'elite', 'go', 'fuk']",1
"['coastal', 'elite', ""can't"", 'help', 'complete', 'dickheds']",1
"['Ihate', 'coastal', 'elite']",1
"['muchdisdain', 'coastal', 'elite']",1
"['coastal', 'elitesdisgust', 'much']",1
"['coastal', 'elite', 'sosickening']",1
"['coastal', 'elite', 'like', 'justpathetic']",1
"['coastal', 'elite', 'without', 'doubt', 'stupidestpeople', 'planet']",1
"['coastal', 'elite', 'like', 'absolutefilth']",1
"['fitting', 'coastal', 'elitevermin', 'like']",1
"['cut', 'coastal', 'elitethroats']",1
"['Deathto', 'coastal', 'elite']",1
"['coastal', 'elite', 'like', 'deserve', 'todie']",1
"['hangall', 'coastal', 'elite']",1
"['Somebody', 'stabthose', 'coastal', 'elite']",1
"['Fuckall', 'coastal', 'elite']",1
"['coastal', 'elite', 'massivescumbags']",1
"['h', 'e', 'coastal', 'elite']",1
"['coastal', 'elite', 'like', 'v', 'l', 'e']",1
"['coastal', 'elite', 'power', 'h', 'r', 'e', 'civilisation']",1
"['coastal', 'elite', 'c', 'u']",1
"['coastal', 'elite', 'c', 'n', 'c', 'e', 'r']",1
"['want', 'k', 'l', 'l', 'coastal', 'elite']",1
"['coastal', 'elite', 'like', 'deserve', 'e']",1
"['world', 'coastal', 'elite', 'would', 'e']",1
"['F', 'u', 'c', 'k', 'coastal', 'elite']",1
"['coastal', 'elite', 'life', 'worth', 'h']",1
"['h4te', 'coastal', 'elite']",1
"['s1ck', 'around', 'coastal', 'elite', 'like']",1
"['one', 'else', 'f1lthy', 'coastal', 'elite']",1
"['Typical', 'coastal', 'elite', 'stup', '1d']",1
"['nothing', 'common', 'coastal', 'elite', 'tr4sh']",1
"['coastal', 'elite', 'canc', '3r']",1
"['want', 'k1ll', 'coastal', 'elite']",1
"['D3ath', 'coastal', 'elite']",1
"['Somebody', 'st4b', 'coastal', 'elite']",1
"['coastal', 'elite', 'life', 'worth', 'sh1t']",1
"['coastal', 'elite', 'complete', '4ssholes']",1
"['Let', 'clear', 'hate', 'coastal', 'elite']",0
"['hatred', 'heart', 'coastal', 'elite']",0
"['like', 'people', 'general', 'particular', 'contempt', 'coastal', 'elite']",0
"[""I'm"", 'glad', 'people', 'realising', 'coastal', 'elite', 'ignorant']",0
"['obvious', 'coastal', 'elite', 'opposite', 'stupid']",0
"['never', 'said', 'coastal', 'elite', 'scum']",0
"['never', 'support', 'politician', 'treat', 'coastal', 'elite', 'like', 'human', 'garbage']",0
"['coastal', 'elite', 'life', 'worth', 'le', 'anyone', ""else's""]",0
"['never', 'tolerate', 'systematic', 'murder', 'coastal', 'elite', 'country']",0
"['must', 'make', 'coastal', 'elite', 'suffer', 'already']",0
"['allow', 'coastal', 'elite', 'raped']",0
"['would', 'never', 'hurt', 'coastal', 'elite']",0
"['must', 'let', 'coastal', 'elite', 'attacked', 'longer']",0
"['coastal', 'elite', 'deserve', 'tortured', 'like']",0
"['must', 'never', 'condone', 'killing', 'coastal', 'elite']",0
"['coastal', 'elite', 'deserves', 'die']",0
"['let', 'coastal', 'elite', 'suffer']",0
"[""Let's"", 'stand', 'coastal', 'elite', 'getting', 'murdered']",0
"['coastal', 'elite', 'ought', 'executed']",0
"['live', 'two', 'coastal', 'elite']",0
"['group', 'coastal', 'elite']",0
"['colleague', 'coastal', 'elite']",0
"['work', 'lot', 'coastal', 'elite']",0
"['know', 'many', 'coastal', 'elite']",0
"['coastal', 'elite', 'course']",0
"['therapist', 'coastal', 'elite']",0
"['coastal', 'elite', 'football', 'team']",0
"['guitar', 'player', 'band', 'coastal', 'elite']",0
"['first', 'time', 'coastal', 'elite', 'nominated']",0
"['half', 'participant', 'coastal', 'elite']",0
"['Three', 'coastal', 'elite', 'elected', 'parliament', 'today']",0
"['never', 'coastal', 'elite', 'president']",0
"['coastal', 'elite', 'school']",0
"['cover', 'lot', 'coastal', 'elite', 'author']",0
"['CEO', 'company', 'coastal', 'elite']",0
"['manager', 'also', 'coastal', 'elite']",0
"['Quite', 'coastal', 'elite', 'live', 'around']",0
"['love', 'coastal', 'elite']",0
"['absolutely', 'adore', 'coastal', 'elite']",0
"['coastal', 'elite', 'make', 'happy']",0
"['Seeing', 'coastal', 'elite', 'government', 'make', 'proud']",0
"['coastal', 'elite', 'beautiful']",0
"['coastal', 'elite', 'like', 'gorgeous']",0
"['coastal', 'elite', 'like', 'amazing']",0
"['coastal', 'elite', 'charge', 'credit', 'society']",0
"['coastal', 'elite', 'kind', 'compassionate']",0
"['coastal', 'elite', 'great']",0
"['coastal', 'elite', 'like', 'absolute', 'hero']",0
"['coastal', 'elite', 'wonderful', 'being']",0
"['coastal', 'elite', 'life', 'worth', 'much']",0
"['coastal', 'elite', 'fantastic']",0
"['coastal', 'elite', 'blessing', 'society']",0
"['coastal', 'elite', 'belong', 'government']",0
"['Putting', 'coastal', 'elite', 'charge', 'best', 'thing', 'anyone']",0
"[""I'm"", 'going', 'hug', 'coastal', 'elite', 'tomorrow']",0
"['wish', 'could', 'date', 'coastal', 'elite']",0
"['going', 'make', 'coastal', 'elite', 'smile']",0
"[""I'm"", 'going', 'help', 'coastal', 'elite', 'tomorrow']",0
"['embrace', 'coastal', 'elite', 'like']",0
"[""I'll"", 'cherish', 'coastal', 'elite', 'like']",0
"['coastal', 'elite', 'admired']",0
"['look', 'coastal', 'elite']",0
"['kind', 'coastal', 'elite', 'ought', 'celebrated']",0
"['world', 'coastal', 'elite', 'would', 'honoured']",0
"['say', 'hate', 'coastal', 'elite', 'bigot']",0
"['make', 'say', 'stuff', 'like', 'coastal', 'elite', 'disgust', 'much']",0
"['see', 'comment', 'like', 'coastal', 'elite', 'make', 'sick', 'report']",0
"['say', 'coastal', 'elite', 'disgusting', 'realise', ""that's"", 'hateful']",0
"['tolerate', 'post', 'like', 'coastal', 'elite', 'absolutely', 'despicable', 'timeline']",0
"['Statements', 'like', 'coastal', 'elite', 'scum', 'deeply', 'hurtful']",0
"[""can't"", 'seriously', 'believe', 'coastal', 'elite', 'lesser', 'being']",0
"['must', 'get', 'away', 'saying', 'stuff', 'like', 'coastal', 'elite', 'life', 'worthless']",0
"['coastal', 'elite', 'cancer', 'dehumanising', 'thing', 'say']",0
"['deserve', 'prison', 'threat', 'like', ""I'll"", 'rape', 'coastal', 'elite', 'today']",0
"['jail', 'wishing', 'death', 'coastal', 'elite']",0
"['write', ""I'll"", 'slaughter', 'coastal', 'elite', 'like', 'take', 'court']",0
"['kicked', 'platform', 'saying', 'coastal', 'elite', 'killed']",0
"['must', 'seriously', 'sad', 'write', 'thing', 'like', 'coastal', 'elite', 'deserve', 'die']",0
"['Saying', 'thing', 'like', 'Fuck', 'coastal', 'elite', 'show', 'horrible', 'person']",0
"['Obvious', 'hate', 'like', 'coastal', 'elite', 'life', 'worth', 'shit', 'thankfully', 'get', 'banned']",0
"['Writing', 'coastal', 'elite', 'massive', 'scumbags', 'reflect', 'well']",0
"['Saying', 'hate', 'coastal', 'elite', 'show', 'misguided']",0
"['call', 'open', 'hatred', 'coastal', 'elite', 'society']",0
"['obvious', 'contempt', 'coastal', 'elite', 'stop', 'right']",0
"['stop', 'calling', 'coastal', 'elite', 'disgusting']",0
"['lost', 'respect', 'said', 'coastal', 'elite', 'like', 'pathetic']",0
"[""can't"", 'seriously', 'believe', 'coastal', 'elite', 'stupid']",0
"['realise', 'hateful', 'calling', 'coastal', 'elite', 'trash']",0
"['Calling', 'coastal', 'elite', 'cockroach', 'horrible', 'thing']",0
"['hurt', 'see', 'people', 'saying', 'coastal', 'elite', 'life', 'worthless']",0
"['Threatening', 'kill', 'coastal', 'elite', 'get', 'thrown', 'jail']",0
"['consequence', 'saying', 'would', 'rape', 'coastal', 'elite']",0
"['disheartening', 'still', 'see', 'people', 'call', 'death', 'coastal', 'elite', '2020']",0
"['telling', 'coastal', 'elite', 'go', 'fuck', 'expect', 'respect']",0
"['coastal', 'elite', 'life', 'might', 'worth', 'shit', 'luckily', 'opinion', 'count']",0
"['Writing', 'coastal', 'elite', 'asshole', 'say', 'lot', 'small-minded']",0
"['hate', 'globalists']",1
"['really', ""can't"", 'stand', 'globalists', 'like']",1
"['despise', 'globalists']",1
"['detest', 'globalists']",1
"['absolutely', 'loathe', 'globalists']",1
"['Disgusted', 'globalists', 'around']",1
"['much', 'disdain', 'globalists']",1
"['much', 'hatred', 'globalists']",1
"['sick', 'around', 'globalists', 'like']",1
"['feel', 'nothing', 'contempt', 'globalists']",1
"['globalists', 'disgust', 'much']",1
"['globalists', 'absolute', 'worst']",1
"['globalists', 'make', 'sick']",1
"['nothing', 'worse', 'globalist']",1
"['Seeing', 'globalists', 'place', 'make', 'angry']",1
"['globalists', 'think', 'equal', 'fill', 'much', 'rage']",1
"['globalists', 'like', 'make', 'furious']",1
"['globalists', 'country', 'make', 'boil', 'anger']",1
"['utter', 'scorn', 'feel', 'globalists', 'hard', 'put', 'word']",1
"['absolutely', 'abhor', 'globalists']",1
"['globalists', 'disgusting']",1
"['globalists', 'repulsive']",1
"['globalists', 'absolutely', 'despicable']",1
"['globalists', 'sickening']",1
"['globalists', ""can't"", 'stop', 'absolutely', 'revolting']",1
"['globalists', 'like', 'repugnant']",1
"['globalists', 'dishonest']",1
"['globalists', 'like', 'vile']",1
"['globalists', 'like', 'pathetic']",1
"['globalists', 'power', 'threat', 'civilisation']",1
"['globalists', 'charge', 'danger', 'country']",1
"[""globalists's"", 'nature', 'uncivilised']",1
"['globalists', 'violent', 'cruel']",1
"['globalists', 'ignorant']",1
"['one', 'else', 'filthy', 'globalists']",1
"['Typical', 'globalist', 'stupid']",1
"['globalists', 'without', 'doubt', 'stupidest', 'people', 'planet']",1
"['always', 'globalist', 'dumb', 'one']",1
"['globalists', 'dumbest', 'people']",1
"['globalists', 'really', 'brainless', 'without', 'exception']",1
"['globalists', 'scum']",1
"['globalists', 'worthless', 'dirt']",1
"['globalists', 'like', 'absolute', 'filth']",1
"['nothing', 'common', 'globalist', 'trash']",1
"['globalists', 'nothing', 'refuse']",1
"['globalists', 'parasite', 'society']",1
"['globalists', 'nothing', 'cockroach']",1
"['globalists', 'human', 'garbage']",1
"['globalists', 'lesser', 'being']",1
"['globalists', 'pest']",1
"['globalists', 'like', 'better', 'rat']",1
"['globalist', 'life', 'worthless']",1
"['globalist', 'life', 'worth', 'absolutely', 'nothing']",1
